Date,Trip,Site,Survey,Block,Treatment,Side,Placement,Amphipods,Coleoptera,Orthoptera,Hemiptera,Dermaptera,Arachnid,Diptera,Hymenoptera,Spiribolida,Collembola,Unknown_arthropod,Homoptera,Polydesmida,Gastropoda,Neuroptera,Mammal,Isopoda,Lepidoptera,Empicoris,Odonata,Total,No._per_trap
8/3/22,1,Jungle,Aerial  ,1,Sargassum,1,Hi,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10
8/3/22,1,Jungle,Aerial  ,1,Sargassum,2,Hi,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,
8/3/22,1,Jungle,Aerial  ,2,Sargassum,1,Lo,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,5,15
8/3/22,1,Jungle,Aerial  ,2,Sargassum,2,Lo,0,2,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,10,
8/3/22,1,Jungle,Aerial  ,2,Sargassum,1,Hi,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8
8/3/22,1,Jungle,Aerial  ,2,Sargassum,2,Hi,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
8/3/22,1,Jungle,Aerial  ,3,Sargassum,1,Lo,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13
8/3/22,1,Jungle,Aerial  ,3,Sargassum,2,Lo,0,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,7,
8/3/22,1,Jungle,Aerial  ,3,Sargassum,1,Hi,0,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,7,8
8/3/22,1,Jungle,Aerial  ,3,Sargassum,2,Hi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
8/3/22,1,Jungle,Aerial  ,4,Sargassum,1,Lo,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11
8/3/22,1,Jungle,Aerial  ,4,Sargassum,2,Lo,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
8/3/22,1,Jungle,Aerial  ,4,Sargassum,1,Hi,0,3,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,11,21
8/3/22,1,Jungle,Aerial  ,4,Sargassum,2,Hi,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
8/3/22,1,Jungle,Aerial  ,5,Sargassum,1,Lo,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20
8/3/22,1,Jungle,Aerial  ,5,Sargassum,2,Lo,0,2,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,10,
8/3/22,1,Jungle,Aerial  ,5,Sargassum,1,Hi,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,11
8/3/22,1,Jungle,Aerial  ,5,Sargassum,2,Hi,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6,
11/13/22,2,Jungle,Aerial  ,1,Sargassum,1,Lo,0,1,0,0,0,4,16,2,0,0,0,0,0,0,0,0,0,0,0,0,23,55
11/13/22,2,Jungle,Aerial  ,1,Sargassum,2,Lo,0,3,0,5,0,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,32,
11/13/22,2,Jungle,Aerial  ,1,Sargassum,1,Hi,0,1,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,30,64
11/13/22,2,Jungle,Aerial  ,1,Sargassum,2,Hi,0,1,0,1,0,0,28,4,0,0,0,0,0,0,0,0,0,0,0,0,34,
11/13/22,2,Jungle,Aerial  ,2,Sargassum,1,Lo,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30
11/13/22,2,Jungle,Aerial  ,2,Sargassum,2,Lo,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
11/13/22,2,Jungle,Aerial  ,2,Sargassum,1,Hi,0,1,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,21,37
11/13/22,2,Jungle,Aerial  ,2,Sargassum,2,Hi,0,3,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,16,
11/13/22,2,Jungle,Aerial  ,3,Sargassum,1,Lo,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,28
11/13/22,2,Jungle,Aerial  ,3,Sargassum,2,Lo,0,4,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,19,
11/13/22,2,Jungle,Aerial  ,3,Sargassum,1,Hi,0,3,0,2,0,0,12,8,0,0,0,0,0,0,0,0,0,1,0,0,26,34
11/13/22,2,Jungle,Aerial  ,3,Sargassum,2,Hi,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
11/13/22,2,Jungle,Aerial  ,4,Sargassum,1,Lo,0,2,0,0,1,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,17,37
11/13/22,2,Jungle,Aerial  ,4,Sargassum,2,Lo,0,1,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,20,
11/13/22,2,Jungle,Aerial  ,4,Sargassum,1,Hi,0,4,0,2,0,2,3,17,0,0,0,0,0,0,0,0,0,0,0,0,28,81
11/13/22,2,Jungle,Aerial  ,4,Sargassum,2,Hi,0,3,0,0,0,0,12,38,0,0,0,0,0,0,0,0,0,0,0,0,53,
11/13/22,2,Jungle,Aerial  ,5,Sargassum,1,Lo,0,3,0,0,0,1,25,2,0,0,0,0,0,0,0,0,0,0,0,0,31,66
11/13/22,2,Jungle,Aerial  ,5,Sargassum,2,Lo,0,0,0,0,0,0,21,14,0,0,0,0,0,0,0,0,0,0,0,0,35,
11/13/22,2,Jungle,Aerial  ,5,Sargassum,1,Hi,0,0,0,0,0,0,9,22,0,0,0,0,0,0,0,0,0,0,0,0,31,75
11/13/22,2,Jungle,Aerial  ,5,Sargassum,2,Hi,0,1,0,0,0,2,21,20,0,0,0,0,0,0,0,0,0,0,0,0,44,
3/17/23,3,Jungle,Aerial  ,1,Sargassum,1,Lo,0,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,11,14
3/17/23,3,Jungle,Aerial  ,1,Sargassum,2,Lo,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,
3/17/23,3,Jungle,Aerial  ,1,Sargassum,1,Hi,0,6,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,11,27
3/17/23,3,Jungle,Aerial  ,1,Sargassum,2,Hi,0,5,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,1,16,
3/17/23,3,Jungle,Aerial  ,2,Sargassum,1,Lo,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,17
3/17/23,3,Jungle,Aerial  ,2,Sargassum,2,Lo,0,4,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,10,
3/17/23,3,Jungle,Aerial  ,2,Sargassum,1,Hi,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3,0,12,20
3/17/23,3,Jungle,Aerial  ,2,Sargassum,2,Hi,0,1,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,8,
3/17/23,3,Jungle,Aerial  ,3,Sargassum,1,Lo,0,4,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,12,12
3/17/23,3,Jungle,Aerial  ,3,Sargassum,2,Lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3/17/23,3,Jungle,Aerial  ,3,Sargassum,1,Hi,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,13
3/17/23,3,Jungle,Aerial  ,3,Sargassum,2,Hi,0,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,9,
3/17/23,3,Jungle,Aerial  ,4,Sargassum,1,Lo,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,20
3/17/23,3,Jungle,Aerial  ,4,Sargassum,2,Lo,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,2,0,0,15,
3/17/23,3,Jungle,Aerial  ,4,Sargassum,1,Hi,0,1,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,34
3/17/23,3,Jungle,Aerial  ,4,Sargassum,2,Hi,0,5,0,1,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,25,
3/17/23,3,Jungle,Aerial  ,5,Sargassum,1,Lo,0,0,0,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,27,42
3/17/23,3,Jungle,Aerial  ,5,Sargassum,2,Lo,0,2,0,0,0,0,10,2,0,0,1,0,0,0,0,0,0,0,0,0,15,
3/17/23,3,Jungle,Aerial  ,5,Sargassum,1,Hi,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,19,51
3/17/23,3,Jungle,Aerial  ,5,Sargassum,2,Hi,0,5,0,1,0,0,17,9,0,0,0,0,0,0,0,0,0,0,0,0,32,
