site_code,target_assemblage,quadrat_code,treatment,plot_angle,point_location,survey_date,top_layer,bottom_layer,SPP,yr,mo,recorder,scorer
CLEP,sargassum,11,control,horizontal,row01col04,4/22/22,SARMUT,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,control,horizontal,row02col04,4/22/22,SARMUT,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,control,horizontal,row03col04,4/22/22,SARMUT,ZONFAR,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,control,horizontal,row04col04,4/22/22,SARMUT,SARHOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,control,horizontal,row05col04,4/22/22,SARHOR,CHOCAN,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,control,horizontal,row01col05,4/22/22,CHOCAN,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,control,horizontal,row02col05,4/22/22,SARHOR,CHOCAN,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,control,horizontal,row03col05,4/22/22,SARHOR,CHOCAN,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,control,horizontal,row04col05,4/22/22,SARHOR,ZONFAR,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,control,horizontal,row05col05,4/22/22,SARHOR,ZONFAR,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row01col01,4/22/22,CHOCAN,ULVENT,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row02col01,4/22/22,COLLEA,NONE,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row03col01,4/22/22,OTHBRO,CRUCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row04col01,4/22/22,COLLEA,NONE,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row05col01,4/22/22,COLLEA,NONE,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row01col02,4/22/22,ROCK,NONE,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row02col02,4/22/22,CRUCOR,NONE,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row03col02,4/22/22,ARTCOR,OTHBRO,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row04col02,4/22/22,CRUCOR,NONE,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row05col02,4/22/22,ARTCOR,NONE,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row01col03,4/22/22,ROCK,NONE,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row02col03,4/22/22,CRUCOR,NONE,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row03col03,4/22/22,OTHBRO,CRUCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row04col03,4/22/22,ZONFAR,NONE,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row05col03,4/22/22,OTHBRO,CRUCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row01col04,4/22/22,CRUCOR,NONE,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row02col04,4/22/22,OTHBRO,NONE,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row03col04,4/22/22,CRUCOR,NONE,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row04col04,4/22/22,OTHBRO,CRUCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row05col04,4/22/22,OTHBRO,CRUCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row01col05,4/22/22,ARTCOR,NONE,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row02col05,4/22/22,ROCK,NONE,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row03col05,4/22/22,CHOCAN,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row04col05,4/22/22,OTHBRO,CRUCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,11,manipulation,horizontal,row05col05,4/22/22,OTHBRO,CRUCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row01col01,4/22/22,NONCRU,NONE,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row02col01,4/22/22,ARTCOR,NONE,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row03col01,4/22/22,SPIORB,NONE,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row04col01,4/22/22,ARTCOR,NONE,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row05col01,4/22/22,CHOCAN,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row01col02,4/22/22,SARHOR,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row02col02,4/22/22,SARHOR,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row03col02,4/22/22,SARMUT,PTECAP,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row04col02,4/22/22,SARMUT,PTECAP,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row05col02,4/22/22,SARMUT,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row01col03,4/22/22,SARMUT,DICSPP,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row02col03,4/22/22,SARMUT,STRPUR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row03col03,4/22/22,SARMUT,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row04col03,4/22/22,SARMUT,CHOSPI,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row05col03,4/22/22,SARMUT,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row01col04,4/22/22,SARMUT,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row02col04,4/22/22,SARMUT,CHOCAN,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row03col04,4/22/22,SARMUT,CRUCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row04col04,4/22/22,SARMUT,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row05col04,4/22/22,SARMUT,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row01col05,4/22/22,SARMUT,CHOCAN,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row02col05,4/22/22,ARTCOR,CHOCAN,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row03col05,4/22/22,ARTCOR,NONE,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row04col05,4/22/22,SARMUT,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,manipulation,horizontal,row05col05,4/22/22,SARMUT,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row01col01,4/22/22,LAUSPP,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row02col01,4/22/22,LAUSPP,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row03col01,4/22/22,LAUSPP,NONCRU,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row04col01,4/22/22,SARMUT,CHOCAN,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row05col01,4/22/22,SARMUT,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row01col02,4/22/22,LAUSPP,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row02col02,4/22/22,LAUSPP,CHOCAN,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row03col02,4/22/22,SARMUT,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row04col02,4/22/22,SARMUT,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row05col02,4/22/22,SARMUT,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row01col03,4/22/22,CODFRA,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row02col03,4/22/22,CHOCAN,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row03col03,4/22/22,CHOCAN,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row04col03,4/22/22,CHOCAN,ZONFAR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row05col03,4/22/22,SARMUT,SARHOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row01col04,4/22/22,CODFRA,CHOCAN,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row02col04,4/22/22,CHOCAN,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row03col04,4/22/22,CHOCAN,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row04col04,4/22/22,SARMUT,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row05col04,4/22/22,SARMUT,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row01col05,4/22/22,CHOCAN,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row02col05,4/22/22,CHOCAN,SARMUT,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row03col05,4/22/22,SARMUT,CHOCAN,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row04col05,4/22/22,SARMUT,CHOCAN,SARG,2022,4,EAP,BCH
CLEP,sargassum,12,control,horizontal,row05col05,4/22/22,SARMUT,ARTCOR,SARG,2022,4,EAP,BCH
CLEP,sargassum,1,control,vertical,row01col01,7/29/22,JUVSHOR,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row02col01,7/29/22,JUVSHOR,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row03col01,7/29/22,JUVSHOR,COLLEA,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row04col01,7/29/22,JUVSHOR,ZONFAR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row05col01,7/29/22,JUVSHOR,CHOCAN,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row01col02,7/29/22,JUVSHOR,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row02col02,7/29/22,JUVSHOR,CRUCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row03col02,7/29/22,JUVSHOR,ZONFAR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row04col02,7/29/22,ZONFAR,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row05col02,7/29/22,ZONFAR,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row01col03,7/29/22,JUVSHOR,CRUCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row02col03,7/29/22,JUVSHOR,CRUCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row03col03,7/29/22,JUVSHOR,ZONFAR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row04col03,7/29/22,ULVENT,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row05col03,7/29/22,ZONFAR,CHOCAN,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row01col04,7/29/22,JUVSHOR,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row02col04,7/29/22,JUVSHOR,CRUCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row03col04,7/29/22,CHOCAN,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row04col04,7/29/22,JUVSHOR,CHOCAN,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row05col04,7/29/22,CHOCAN,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row01col05,7/29/22,ARTCOR,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row02col05,7/29/22,JUVSHOR,CRUCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row03col05,7/29/22,JUVSHOR,ZONFAR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row04col05,7/29/22,DICSPP,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,control,vertical,row05col05,7/29/22,DICSPP,ZONFAR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row01col01,7/29/22,MACPYR,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row02col01,7/29/22,MACPYR,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row03col01,7/29/22,EGRMEN,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row04col01,7/29/22,EGRMEN,ZONFAR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row05col01,7/29/22,MACPYR,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row01col02,7/29/22,MAZAFF,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row02col02,7/29/22,MACPYR,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row03col02,7/29/22,MACPYR,DICSPP,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row04col02,7/29/22,MACPYR,CRUCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row05col02,7/29/22,MACPYR,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row01col03,7/29/22,MACPYR,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row02col03,7/29/22,MACPYR,DICSPP,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row03col03,7/29/22,MACPYR,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row04col03,7/29/22,MACPYR,CRUCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row05col03,7/29/22,MACPYR,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row01col04,7/29/22,MACPYR,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row02col04,7/29/22,MACPYR,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row03col04,7/29/22,MACPYR,DICSPP,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row04col04,7/29/22,MACPYR,CRUCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row05col04,7/29/22,JUVSHOR,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row01col05,7/29/22,MACPYR,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row02col05,7/29/22,MACPYR,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row03col05,7/29/22,MACPYR,ZONFAR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row04col05,7/29/22,MACPYR,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,1,manipulation,vertical,row05col05,7/29/22,DICSPP,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row01col01,7/29/22,OSMLAU,SCYSPP,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row02col01,7/29/22,SCYSPP,NONE,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row03col01,7/29/22,NONCRU,NONE,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row04col01,7/29/22,SCYSPP,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row05col01,7/29/22,OSMLAU,CHOCAN,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row01col02,7/29/22,OSMLAU,SCYSPP,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row02col02,7/29/22,SCYSPP,NONE,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row03col02,7/29/22,SCYSPP,NONE,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row04col02,7/29/22,SCYSPP,NONE,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row05col02,7/29/22,SCYSPP,SCYSPP,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row01col03,7/29/22,ARTCOR,SCYSPP,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row02col03,7/29/22,SCYSPP,NONE,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row03col03,7/29/22,SCYSPP,NONE,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row04col03,7/29/22,MAZAFF,SCYSPP,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row05col03,7/29/22,SCYSPP,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row01col04,7/29/22,SCYSPP,NONE,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row02col04,7/29/22,SCYSPP,NONE,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row03col04,7/29/22,MAZAFF,SCYSPP,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row04col04,7/29/22,ULVENT,SCYSPP,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row05col04,7/29/22,CHOCAN,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row01col05,7/29/22,OSMLAU,SCYSPP,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row02col05,7/29/22,SCYSPP,NONE,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row03col05,7/29/22,SCYSPP,NONE,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row04col05,7/29/22,SCYSPP,NONE,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,manipulation,horizontal,row05col05,7/29/22,ULVENT,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row01col01,7/29/22,OSMLAU,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row02col01,7/29/22,ARTCOR,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row03col01,7/29/22,ULVENT,OSMLAU,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row04col01,7/29/22,CHOCAN,OSMLAU,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row05col01,7/29/22,CHOCAN,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row01col02,7/29/22,OSMLAU,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row02col02,7/29/22,OSMLAU,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row03col02,7/29/22,JUVSHOR,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row04col02,7/29/22,OSMLAU,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row05col02,7/29/22,JUVSHOR,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row01col03,7/29/22,OSMLAU,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row02col03,7/29/22,OSMLAU,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row03col03,7/29/22,JUVSHOR,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row04col03,7/29/22,CHOSPI,OSMLAU,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row05col03,7/29/22,PTESPP,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row01col04,7/29/22,OSMLAU,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row02col04,7/29/22,OSMLAU,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row03col04,7/29/22,SARHOR,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row04col04,7/29/22,PTESPP,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row05col04,7/29/22,PTESPP,CHOCAN,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row01col05,7/29/22,ARTCOR,OSMLAU,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row02col05,7/29/22,OSMLAU,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row03col05,7/29/22,JUVSHOR,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row04col05,7/29/22,CHOCAN,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,2,control,horizontal,row05col05,7/29/22,CHOCAN,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row01col01,7/29/22,JUVSHOR,ULVENT,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row02col01,7/29/22,COLLEA,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row03col01,7/29/22,OSMLAU,COLLEA,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row04col01,7/29/22,OSMLAU,MYTCAL,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row05col01,7/29/22,OSMLAU,NONE,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row01col02,7/29/22,JUVSHOR,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row02col02,7/29/22,JUVSHOR,NONCRU,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row03col02,7/29/22,OSMLAU,MYTCAL,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row04col02,7/29/22,OSMLAU,MYTCAL,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row05col02,7/29/22,OSMLAU,NONE,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row01col03,7/29/22,OSMLAU,MYTCAL,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row02col03,7/29/22,OSMLAU,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row03col03,7/29/22,JUVSHOR,OSMLAU,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row04col03,7/29/22,JUVSHOR,OSMLAU,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row05col03,7/29/22,OSMLAU,MYTCAL,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row01col04,7/29/22,OSMLAU,ULVENT,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row02col04,7/29/22,ARTCOR,OSMLAU,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row03col04,7/29/22,ULVENT,COLLEA,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row04col04,7/29/22,ULVENT,MYTCAL,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row05col04,7/29/22,OSMLAU,MYTCAL,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row01col05,7/29/22,COLLEA,NONE,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row02col05,7/29/22,OSMLAU,COLLEA,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row03col05,7/29/22,OSMLAU,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row04col05,7/29/22,OSMLAU,SCYSPP,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,control,horizontal,row05col05,7/29/22,OSMLAU,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,manipulation,horizontal,row01col01,7/29/22,COLLEA,SCYSPP,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,manipulation,horizontal,row02col01,7/29/22,COLLEA,NONE,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,manipulation,horizontal,row03col01,7/29/22,COLLEA,SCYSPP,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,manipulation,horizontal,row04col01,7/29/22,ARTCOR,SCYSPP,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,manipulation,horizontal,row05col01,7/29/22,JUVSHOR,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,manipulation,horizontal,row01col02,7/29/22,SCYSPP,NONE,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,manipulation,horizontal,row02col02,7/29/22,ARTCOR,COLLEA,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,manipulation,horizontal,row03col02,7/29/22,LIMPET,NONE,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,manipulation,horizontal,row04col02,7/29/22,SCYSPP,NONE,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,manipulation,horizontal,row05col02,7/29/22,COLLEA,OTHBRO,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,manipulation,horizontal,row01col03,7/29/22,STRPUR,NONE,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,manipulation,horizontal,row02col03,7/29/22,OSMLAU,JUVSHOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,manipulation,horizontal,row03col03,7/29/22,SCYSPP,ULVENT,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,manipulation,horizontal,row04col03,7/29/22,SCYSPP,ARTCOR,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,manipulation,horizontal,row05col03,7/29/22,SCYSPP,NONE,SARG,2022,7,DRA,BPS
CLEP,sargassum,3,manipulation,horizontal,row01col04,7/29/22,JUVSHOR,ARTCOR,SARG,2022,7,DRA,BPS
